"CaseMasterID","CrimeNo","CaseNo","CrimeRegisteredDate","PolicePersonID","PoliceStationID","CaseCategoryID","GravityOffenceID","CrimeMajorHeadID","CrimeMinorHeadID","CaseStatusID","CourtID","IncidentFromDate","IncidentToDate","InfoReceivedPSDate","latitude","longitude","BriefFacts"
"49198","100101007202649198","202649198","2026-04-10","1198","1007","1","2","2","5","1","510","2026-04-10T08:58:00.000Z","2026-04-10T10:58:00.000Z","2026-04-10T09:58:00.000Z","14.0149897","76.1642991","Investment Scam reported near Chitradurga Cyber PS. Vehicle KA-27-MY-1205 seen. Evidence and witness inputs available for AI review."
"49199","100212105202649199","202649199","2026-02-26","1199","2105","1","2","2","5","1","521","2026-02-26T00:38:00.000Z","2026-02-26T04:38:00.000Z","2026-02-26T01:38:00.000Z","12.3852428","76.9675333","Investment Scam reported near Mandya Market PS. Evidence and witness inputs available for AI review."
"49200","100181806202449200","202449200","2024-06-22","1200","1806","1","2","1","1","2","518","2024-06-22T17:44:00.000Z","2024-06-22T20:44:00.000Z","2024-06-22T18:44:00.000Z","12.1276037","75.8023665","Burglary reported near Kodagu Traffic PS. Vehicle KA-23-VV-1002 seen. Night-time MO. Evidence and witness inputs available for AI review."
"49201","100121207202649201","202649201","2026-07-14","1201","1207","1","2","2","4","1","512","2026-07-14T16:43:00.000Z","2026-07-14T21:43:00.000Z","2026-07-14T17:43:00.000Z","14.5165703","75.9148518","UPI Fraud reported near Davanagere Cyber PS. Night-time MO. Evidence and witness inputs available for AI review."
"49202","100272704202449202","202449202","2024-10-14","1202","2704","1","2","1","1","1","527","2024-10-14T13:03:00.000Z","2024-10-14T18:03:00.000Z","2024-10-14T14:03:00.000Z","13.6080543","74.9193496","Burglary reported near Udupi Rural PS. Evidence and witness inputs available for AI review."
"49203","100121203202649203","202649203","2026-08-07","1203","1203","1","2","2","4","2","512","2026-08-07T18:13:00.000Z","2026-08-07T22:13:00.000Z","2026-08-07T19:13:00.000Z","14.3317425","75.9275681","UPI Fraud reported near Davanagere North PS. Night-time MO. Evidence and witness inputs available for AI review."
"49204","100292905202549204","202549204","2025-10-23","1204","2905","1","2","2","5","1","529","2025-10-23T03:32:00.000Z","2025-10-23T09:32:00.000Z","2025-10-23T04:32:00.000Z","16.7892579","75.7285510","Investment Scam reported near Vijayapura Market PS. Evidence and witness inputs available for AI review."
"49205","100131301202649205","202649205","2026-06-18","1205","1301","1","1","6","9","1","513","2026-06-18T16:50:00.000Z","2026-06-18T22:50:00.000Z","2026-06-18T17:50:00.000Z","15.2225465","74.9590883","Assault reported near Dharwad Central PS. Possible Market Corridor Group pattern. Night-time MO. Evidence and witness inputs available for AI review."
"49206","100262607202549206","202549206","2025-05-02","1206","2607","1","1","6","10","1","526","2025-05-02T11:40:00.000Z","2025-05-02T13:40:00.000Z","2025-05-02T12:40:00.000Z","13.5082278","77.1028371","Robbery reported near Tumakuru Cyber PS. Evidence and witness inputs available for AI review."
"49207","100101003202449207","202449207","2024-07-07","1207","1003","1","2","1","3","1","510","2024-07-07T22:44:00.000Z","2024-07-08T01:44:00.000Z","2024-07-07T23:44:00.000Z","14.2602992","76.5792614","Chain Snatching reported near Chitradurga North PS. Vehicle KA-09-XY-1142 seen. Night-time MO. Evidence and witness inputs available for AI review."
"49208","100060604202549208","202549208","2025-08-20","1208","604","1","2","2","4","2","506","2025-08-20T21:28:00.000Z","2025-08-20T23:28:00.000Z","2025-08-20T22:28:00.000Z","17.7117348","77.5068110","UPI Fraud reported near Bidar Rural PS. Possible NH-167 Network pattern. Night-time MO. Evidence and witness inputs available for AI review."
"49209","100282806202649209","202649209","2026-12-10","1209","2806","1","2","1","3","1","528","2026-12-10T20:31:00.000Z","2026-12-10T21:31:00.000Z","2026-12-10T21:31:00.000Z","14.9901343","74.2909823","Chain Snatching reported near Uttara Kannada Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"49210","100050506202449210","202449210","2024-04-03","1210","506","1","2","1","1","1","505","2024-04-03T15:04:00.000Z","2024-04-03T19:04:00.000Z","2024-04-03T16:04:00.000Z","13.2104160","77.4559364","Burglary reported near Bengaluru Urban Traffic PS. Vehicle KA-01-XW-1210 seen. Night-time MO. Evidence and witness inputs available for AI review."
"49211","100222208202549211","202549211","2025-03-06","1211","2208","1","1","4","7","2","522","2025-03-06T08:10:00.000Z","2025-03-06T09:10:00.000Z","2025-03-06T09:10:00.000Z","12.0899248","76.4340679","Drug Distribution reported near Mysuru Women PS. Evidence and witness inputs available for AI review."
"49212","100171707202549212","202549212","2025-09-03","1212","1707","1","2","2","5","2","517","2025-09-03T05:33:00.000Z","2025-09-03T06:33:00.000Z","2025-09-03T06:33:00.000Z","17.4861734","77.0694485","Investment Scam reported near Kalaburagi Cyber PS. Possible NH-167 Network pattern. Vehicle KA-02-AI-1099 seen. Evidence and witness inputs available for AI review."
"49213","100282805202449213","202449213","2024-06-04","1213","2805","1","2","1","3","2","528","2024-06-04T00:42:00.000Z","2024-06-04T03:42:00.000Z","2024-06-04T01:42:00.000Z","14.8789466","74.2453536","Chain Snatching reported near Uttara Kannada Market PS. Evidence and witness inputs available for AI review."
"49214","100252507202549214","202549214","2025-05-03","1214","2507","1","2","1","2","1","525","2025-05-03T00:30:00.000Z","2025-05-03T02:30:00.000Z","2025-05-03T01:30:00.000Z","14.0345532","75.3786785","Vehicle Theft reported near Shivamogga Cyber PS. Evidence and witness inputs available for AI review."
"49215","100232303202449215","202449215","2024-09-17","1215","2303","1","1","6","9","2","523","2024-09-17T00:41:00.000Z","2024-09-17T06:41:00.000Z","2024-09-17T01:41:00.000Z","16.1328661","77.5204278","Assault reported near Raichur North PS. Evidence and witness inputs available for AI review."
"49216","100303004202549216","202549216","2025-06-03","1216","3004","1","1","6","9","1","530","2025-06-03T23:59:00.000Z","2025-06-04T00:59:00.000Z","2025-06-04T00:59:00.000Z","16.7143801","77.3535502","Assault reported near Yadgir Rural PS. Evidence and witness inputs available for AI review."
"49217","100101006202649217","202649217","2026-09-14","1217","1006","1","2","3","6","2","510","2026-09-14T11:24:00.000Z","2026-09-14T16:24:00.000Z","2026-09-14T12:24:00.000Z","14.2397068","76.6260095","Loan App Fraud reported near Chitradurga Traffic PS. Evidence and witness inputs available for AI review."
"49218","100090902202549218","202549218","2025-01-03","1218","902","1","1","6","9","2","509","2025-01-03T18:42:00.000Z","2025-01-03T19:42:00.000Z","2025-01-03T19:42:00.000Z","13.1067253","75.5377686","Assault reported near Chikkamagaluru South PS. Vehicle KA-18-UR-1121 seen. Night-time MO. Evidence and witness inputs available for AI review."
"49219","100171708202649219","202649219","2026-12-01","1219","1708","1","2","1","2","2","517","2026-12-01T01:59:00.000Z","2026-12-01T02:59:00.000Z","2026-12-01T02:59:00.000Z","17.1703830","76.8761811","Vehicle Theft reported near Kalaburagi Women PS. Possible NH-167 Network pattern. Evidence and witness inputs available for AI review."
"49220","100050505202449220","202449220","2024-01-24","1220","505","1","1","6","10","1","505","2024-01-24T20:40:00.000Z","2024-01-24T23:40:00.000Z","2024-01-24T21:40:00.000Z","13.2280926","77.4779506","Robbery reported near Bengaluru Urban Market PS. Night-time MO. Evidence and witness inputs available for AI review."
"49221","100272707202549221","202549221","2025-02-16","1221","2707","1","1","6","10","1","527","2025-02-16T01:20:00.000Z","2025-02-16T06:20:00.000Z","2025-02-16T02:20:00.000Z","13.5653794","74.4803045","Robbery reported near Udupi Cyber PS. Evidence and witness inputs available for AI review."
"49222","100060601202649222","202649222","2026-10-08","1222","601","1","2","3","6","2","506","2026-10-08T00:26:00.000Z","2026-10-08T03:26:00.000Z","2026-10-08T01:26:00.000Z","17.8455765","77.7098430","Loan App Fraud reported near Bidar Central PS. Vehicle KA-21-AA-1100 seen. Evidence and witness inputs available for AI review."
"49223","100252501202549223","202549223","2025-05-06","1223","2501","1","1","6","10","1","525","2025-05-06T14:00:00.000Z","2025-05-06T17:00:00.000Z","2025-05-06T15:00:00.000Z","13.7012977","75.6509501","Robbery reported near Shivamogga Central PS. Evidence and witness inputs available for AI review."
"49224","100080803202649224","202649224","2026-07-04","1224","803","1","2","3","6","1","508","2026-07-04T10:41:00.000Z","2026-07-04T15:41:00.000Z","2026-07-04T11:41:00.000Z","13.3311072","77.5178337","Loan App Fraud reported near Chikkaballapura North PS. Vehicle KA-06-IT-1173 seen. Evidence and witness inputs available for AI review."
"49225","100242402202449225","202449225","2024-02-07","1225","2402","1","1","6","10","1","524","2024-02-07T10:12:00.000Z","2024-02-07T13:12:00.000Z","2024-02-07T11:12:00.000Z","12.8305411","77.3712287","Robbery reported near Ramanagara South PS. Vehicle KA-29-DJ-1021 seen. Evidence and witness inputs available for AI review."
"49226","100121202202449226","202449226","2024-04-16","1226","1202","1","2","2","5","2","512","2024-04-16T04:22:00.000Z","2024-04-16T08:22:00.000Z","2024-04-16T05:22:00.000Z","14.5394702","76.0353300","Investment Scam reported near Davanagere South PS. Evidence and witness inputs available for AI review."
"49227","100161606202649227","202649227","2026-12-22","1227","1606","1","1","4","7","1","516","2026-12-22T19:13:00.000Z","2026-12-22T23:13:00.000Z","2026-12-22T20:13:00.000Z","14.7221300","75.5320984","Drug Distribution reported near Haveri Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"49228","100232302202649228","202649228","2026-01-24","1228","2302","1","2","1","3","1","523","2026-01-24T19:42:00.000Z","2026-01-24T20:42:00.000Z","2026-01-24T20:42:00.000Z","16.0019013","77.4971116","Chain Snatching reported near Raichur South PS. Night-time MO. Evidence and witness inputs available for AI review."
"49229","100111102202549229","202549229","2025-05-18","1229","1102","1","2","3","6","2","511","2025-05-18T07:40:00.000Z","2025-05-18T13:40:00.000Z","2025-05-18T08:40:00.000Z","12.5936882","74.7864754","Loan App Fraud reported near Dakshina Kannada South PS. Evidence and witness inputs available for AI review."
"49230","100212102202449230","202449230","2024-02-20","1230","2102","1","2","2","5","1","521","2024-02-20T09:41:00.000Z","2024-02-20T11:41:00.000Z","2024-02-20T10:41:00.000Z","12.4437989","76.7087699","Investment Scam reported near Mandya South PS. Evidence and witness inputs available for AI review."
"49231","100141404202449231","202449231","2024-05-07","1231","1404","1","1","4","7","1","514","2024-05-07T04:53:00.000Z","2024-05-07T09:53:00.000Z","2024-05-07T05:53:00.000Z","15.4562447","75.6899778","Drug Distribution reported near Gadag Rural PS. Evidence and witness inputs available for AI review."
"49232","100050501202449232","202449232","2024-05-10","1232","501","1","2","2","4","2","505","2024-05-10T17:50:00.000Z","2024-05-10T22:50:00.000Z","2024-05-10T18:50:00.000Z","12.8867814","77.3864110","UPI Fraud reported near Bengaluru Urban Central PS. Vehicle KA-01-SF-1247 seen. Night-time MO. Evidence and witness inputs available for AI review."
"49233","100060608202449233","202449233","2024-06-02","1233","608","1","2","1","3","2","506","2024-06-02T11:24:00.000Z","2024-06-02T17:24:00.000Z","2024-06-02T12:24:00.000Z","17.7124558","77.7169624","Chain Snatching reported near Bidar Women PS. Evidence and witness inputs available for AI review."
"49234","100272701202649234","202649234","2026-04-13","1234","2701","1","1","4","7","2","527","2026-04-13T05:11:00.000Z","2026-04-13T06:11:00.000Z","2026-04-13T06:11:00.000Z","13.5880731","74.5611193","Drug Distribution reported near Udupi Central PS. Possible NH-167 Network pattern. Vehicle KA-14-BE-1203 seen. Evidence and witness inputs available for AI review."
"49235","100313108202549235","202549235","2025-08-23","1235","3108","1","2","1","2","1","531","2025-08-23T07:56:00.000Z","2025-08-23T12:56:00.000Z","2025-08-23T08:56:00.000Z","15.2452557","76.6396906","Vehicle Theft reported near Vijayanagara Women PS. Vehicle KA-16-TJ-1010 seen. Evidence and witness inputs available for AI review."
"49236","100151503202449236","202449236","2024-11-26","1236","1503","1","1","6","10","1","515","2024-11-26T10:29:00.000Z","2024-11-26T13:29:00.000Z","2024-11-26T11:29:00.000Z","12.7533814","75.9823194","Robbery reported near Hassan North PS. Vehicle KA-06-WJ-1234 seen. Evidence and witness inputs available for AI review."
"49237","100101003202449237","202449237","2024-12-15","1237","1003","1","2","1","3","1","510","2024-12-15T09:34:00.000Z","2024-12-15T14:34:00.000Z","2024-12-15T10:34:00.000Z","14.2922182","76.5597244","Chain Snatching reported near Chitradurga North PS. Evidence and witness inputs available for AI review."
"49238","100020207202649238","202649238","2026-06-25","1238","207","1","2","2","4","1","502","2026-06-25T04:06:00.000Z","2026-06-25T08:06:00.000Z","2026-06-25T05:06:00.000Z","15.2997755","76.8097471","UPI Fraud reported near Ballari Cyber PS. Evidence and witness inputs available for AI review."
"49239","100222208202649239","202649239","2026-04-11","1239","2208","1","1","6","10","1","522","2026-04-11T07:36:00.000Z","2026-04-11T08:36:00.000Z","2026-04-11T08:36:00.000Z","12.1309544","76.4315561","Robbery reported near Mysuru Women PS. Vehicle KA-02-TY-1063 seen. Evidence and witness inputs available for AI review."
"49240","100292903202449240","202449240","2024-04-16","1240","2903","1","1","5","8","1","529","2024-04-16T14:48:00.000Z","2024-04-16T15:48:00.000Z","2024-04-16T15:48:00.000Z","16.8212134","75.9314691","Harassment reported near Vijayapura North PS. Night-time MO. Evidence and witness inputs available for AI review."
"49241","100212104202449241","202449241","2024-05-11","1241","2104","1","2","1","3","2","521","2024-05-11T19:31:00.000Z","2024-05-11T23:31:00.000Z","2024-05-11T20:31:00.000Z","12.3495960","76.9409853","Chain Snatching reported near Mandya Rural PS. Night-time MO. Evidence and witness inputs available for AI review."
"49242","100151503202549242","202549242","2025-01-20","1242","1503","1","2","1","1","1","515","2025-01-20T07:44:00.000Z","2025-01-20T08:44:00.000Z","2025-01-20T08:44:00.000Z","12.7692444","75.9661318","Burglary reported near Hassan North PS. Possible North Belt Narcotics Line pattern. Evidence and witness inputs available for AI review."
"49243","100121206202449243","202449243","2024-02-12","1243","1206","1","2","2","4","1","512","2024-02-12T21:36:00.000Z","2024-02-13T03:36:00.000Z","2024-02-12T22:36:00.000Z","14.3675701","75.7697319","UPI Fraud reported near Davanagere Traffic PS. Night-time MO. Evidence and witness inputs available for AI review."
"49244","100020208202449244","202449244","2024-07-25","1244","208","1","1","5","8","1","502","2024-07-25T04:49:00.000Z","2024-07-25T05:49:00.000Z","2024-07-25T05:49:00.000Z","15.0512584","77.1092268","Harassment reported near Ballari Women PS. Evidence and witness inputs available for AI review."
"49245","100303006202549245","202549245","2025-11-03","1245","3006","1","1","5","8","2","530","2025-11-03T10:34:00.000Z","2025-11-03T12:34:00.000Z","2025-11-03T11:34:00.000Z","16.7432822","76.9719686","Harassment reported near Yadgir Traffic PS. Evidence and witness inputs available for AI review."
